word
upheld
upset
used
utilized
vanished
verbalized
verified
vexed
visited
wailed
waited
woke
walked 
wandered 
wanted
warmed
warned
washed
wasted
watched
watered
waved
wore
weeped
weighed
welcomed 
whined
whipped
whirled
whispered 
whistled
won
winked 
wiped
wished
withdrew
withheld
withstood
wobbled
wondered
worked
worried
wrapped
wrecked
wrestled 
wriggled
wrote
yawned
yelled
zipped
zoomed
